architecture,name,description,category,link,tipo_arquitectura,services
Cw26CrJUqv8,Salesforce: Automating SaaS Application Connectivity,ease of setup for customers to connect to public clouds,other,https://www.youtube.com/watch?v=Cw26CrJUqv8,,"['Lambda', 'ThirdParty', 'TransitGateway', 'PrivateLink', 'EKS', 'UserConsumerWeb', 'SNS', 'ApiGateway', 'DynamoDB']"
66h7DrOEF5k,ABEJA: Building a Machine Learning Platform that Fully Utilizes Container Technologies Japanese,"Platform for ML Serving and Training.
    They use Kubernetes to manage EC2 instances which are equipped with GPUs for training.
    Inference has 3 important features.
    1. Blue Green deployment -- so that model quality is not degraded with new deployments.
    2. Service Discovery -- users can access dynamo db to discover services.
    3. Spot Instances -- unclear how they are utilised.",compute_intensive,https://www.youtube.com/watch?v=66h7DrOEF5k,,"['Lambda', 'ThirdParty', 'CloudWatch', 'S3', 'ECS', 'ALB', 'EC2', 'DynamoDB']"
lecbHMBD8KQ,Kaleido: Blockchain Cloud at AWS Speed,"This video explains how Kaleido can be used to build DApps on the cloud.
    Unlike other studies, here the AWS services are intereacting with Kaleido's services to interact with a blockchain.
    The services in the graph are just shown for a minimal example. A real application can have much more complex architecture.",other,https://www.youtube.com/watch?v=lecbHMBD8KQ,,"['Lambda', 'ThirdParty', 'CloudWatch', 'S3', 'PrivateLink', 'SQS', 'KMS']"
sQsAGl7mSQs,Eyeota: Scalable ML Model Lifecycle Management for Advertising Audience Discovery,Audience data marketplace. Tring to address data quality using ML algorithms. 100 of training of jobs from 100MBs to 100GBs of data. 100 of inference jobs processing TBs of data. 6-7 Billion advertising Ids are processes in a month. All the orchestration done using Apache Airfflow - which provides lot of flexibility to Data science and data engineering teams. Airflow hosted on EC2. Outcomes - Team efficiency - training pipelines setup in 3-5 days which is half of original. Lot of transparency and lot more configurability at each stage.,data_ingestion,https://www.youtube.com/watch?v=sQsAGl7mSQs,,"['CloudWatch', 'Glue', 'S3', 'UserCompanyDeveloper', 'EC2', 'SageMaker']"
J4vHfpL66Zk,Lean Grids Services: Adaptable Data Platform Based on a Serverless Architecture Spanish,"maintenance and adaptive solution. data always ends up in s3. have a datalake. batch oriented processing. sagemaker for ml.
    main motto adaptation and agile.",data_ingestion,https://www.youtube.com/watch?v=J4vHfpL66Zk,,"['EMR', 'Kinesis', 'StepFunctions', 'RedShift', 'UserConsumerAPI', 'S3', 'QuickSight', 'Athena', 'SageMaker', 'DMS']"
m8xtR3-ZQs8,Biogen: Centralized Logging Solution for Multi Accounts,"Collecting logs from individual accounts (hundreds of accounts) and storing them in a central account -- then can be searched and analysed.
    Use multi-account: individual accounts generate logs (network logs, infra logs, app logs) and eventually push into a centralized account.
    Individual Account: EC2 (app), CloudWatch-CloudTrail-FlowLogs (log collection), KinesisFireHose, Lambda
    Centralized Account: S3, Lambda, ElasticSearch, Kibana
    Why CloudWatch Agent and not Kinesis Agent: because KinesisAgent for windows wasn't avaiable, doesn't provide OS logs.
    Why S3 and not directly push to ElasticSearch? Great for flexibility (can use a different analysis/search tool in the future), S3 has elasticity (no worry of running out of space), resting data in S3 is encrypted
    Centralized logging is great for troubleshooting, easy to search and figure out cause of fault without having to look at each account.",data_ingestion,https://www.youtube.com/watch?v=m8xtR3-ZQs8,,"['Lambda', 'ThirdParty', 'CloudWatch', 'S3', 'Firehose', 'EC2', 'OpenSearch', 'CloudTrail']"
zr3Kib0i-OQ,Accenture: Large Scale Asset Inventory Tracking with AWS Fargate,"Accenture manages customer accounts in public cloud providing governance, andalytics and cloud management services
    The inventory service contains all the resources the client have in cloud.
    There is a discovery process that pulls information from each account and stores in elasticsearch system
    Currently covering 4000 accounts
    CloudWatch triggered every 10 minutes
    Collector and difference engine processes used to runs as 10000 concurrent lambda jobs
    Collector process changed from Lambda to Fargate due to high run time, and memory. By using Fargate, the task can be done through single container execution, memory allocation is more flexible (specific to each discovery size), and less concurrency throttling",data_ingestion,https://www.youtube.com/watch?v=zr3Kib0i-OQ,,"['Lambda', 'CloudWatch', 'S3', 'Fargate', 'OpenSearch']"
aN26J-7q9Hw,Qonto: How to Leverage Serverless Technologies to Quickly Achieve PCIDSS Compliance French,"App allows users to manage their cards using the Qonto app. It is not described what all is meant by managing the card.
    There are two flows. The first flow is the card management that starts at the users app and connects to the mastercard network among other things.
    The next is logging flow which writes logs to Sentry.
    The main issue is being PCI-DSS compliant. They specifically use Lambdas because AWS is certified to be PCI-DSS compliant.",control,https://www.youtube.com/watch?v=aN26J-7q9Hw,,"['Lambda', 'ThirdParty', 'NAT', 'KMS', 'ELB', 'UserConsumerMobile', 'SystemsManager', 'EC2', 'ApiGateway']"
SSWwnNVYi_Q,NHS Digital: From 137 Minutes to 137 Seconds Using EMR,Data encrypted at rest. High performance and fine grained details. Future plans of leveraging ML to generate insights. Enables scale. Apache ranger for authorization. It was not clearly mentioned when and how the EMR jobs would trigger.,data_ingestion,https://www.youtube.com/watch?v=SSWwnNVYi_Q,,"['EMR', 'S3', 'DirectoryService', 'KMS', 'UserConsumerWeb', 'EC2', 'RDS']"
tTQ36qQF_vA,AWS Solutions: MultiRegion Availability with Amazon DynamoDB Amazon S3 and Amazon Cognito LIVE,"The AWS team builds a new service such that Cognito can be replicated cross region
    Low latency (warm-to-hot standby)
    Cloudfront supports using secondary region when the primary is down (seamless automatic failover)",other,https://www.youtube.com/watch?v=tTQ36qQF_vA,Edge,"['DynamoDB', 'Cognito', 'CloudFront', 'S3']"
3yJZ6rPoZfg,Hexagon HxDR: Cloud-Based Visualization of Spatial Data,"- HxDR is a cloud-based visualization platform for spatial data. (Hexagon Digital Reality)
 - This product is the datastore which stores the licensed data. Platform for sending data and integrating with other systems.",compute_intensive,https://www.youtube.com/watch?v=3yJZ6rPoZfg,Edge,"['VPC', 'S3', 'UserConsumerEdge', 'SQS', 'EKS', 'EC2']"
5vR5aN_xdI0,Splunk: Data at Scale by Decoupling Compute and Storage LIVE,"big data platform. they do separation of storage from compute using s3 and ec2. ec2 provides great caching capability. helps with cost savings
    and resilience. this s3 also acts as datasource for customers s3 buckets. decisions for what data stored where?
    eviction of data from caching tier if not being searched enough. customers can get their data from glacier through the ui as well.
    future? private link to send data directly.",data_ingestion,https://www.youtube.com/watch?v=5vR5aN_xdI0,,"['Lambda', 'ThirdParty', 'S3', 'UserConsumerAPI', 'ELB', 'Firehose', 'EC2']"
ftIdBG-UgFY,AQR: Using ECS to Provide Dev Teams Security & Authentication on a Scalable Container Platform,"global investment management firm. Manages docker containers. 
    can deploy whatever application devs are building. service catalog kind of frontend for cloud formation.
    wanted more security on CI/CD. no need of IAM and all. reasons for service catalog.
    ability to launch more than one container. no need of ssl. 300 applications running. growing bw 5-10% per month.
    ALB and EC2 are all inside VPC.",control,https://www.youtube.com/watch?v=ftIdBG-UgFY,,"['ServiceCatalog', 'ThirdParty', 'VPC', 'ECS', 'ALB', 'ACM', 'ECR', 'EC2']"
EiljRL0977M,Neumora Therapeutics: Advanced MRI Precision Medicine and Brain Data Analysis Visualization at Scale,"Healthcare data processing. Compute framework for company's data scientists.
    AWS Batch acts as the orchestrator. Batch launches EC2 instances (act as compute layer).
    FSX storage is mounted onto the EC2 instances and data is fetched from data lake to FSX.",compute_intensive,https://www.youtube.com/watch?v=EiljRL0977M,HPC,"['Lambda', 'ThirdParty', 'FSX', 'EventBridge', 'Batch', 'EC2', 'OpenSearch']"
Ly_UhX3LCCs,AWS Solutions: Simple and Secure Media Exchange on AWS,"media transfer is costly and time-taking and need to be secure.Use S3 to transfer large media files with a pub/sub model: pub side has write permission to a shared bucket, sub side has read permission. Use events and notification; both sides can develop their own workflow. Access control using AWS Identity Management (no additional credential to manage).",other,https://www.youtube.com/watch?v=Ly_UhX3LCCs,,"['KMS', 'SNS', 'EventBridge', 'S3']"
Bi-1xjXvKgs,tixCraft: Handling Millions of Ticketing Requests with AWS,ticketing system - needs to handle high volume of concurrent users. Based on the predicted workload peak provision EC2 and ELB. Use spot block to preserve spot instances for some time. Future plans to explore container technology.,interactive,https://www.youtube.com/watch?v=Bi-1xjXvKgs,,"['ELB', 'EC2', 'UserConsumerWeb', 'DynamoDB']"
fSV0u48sEVg,Social Quantum: Using Serverless in Gaming,"60000 requests per min. Fargate for scaling and availability. cost reduction. Eliminated service maintenance, less people to look after the backend.",interactive,https://www.youtube.com/watch?v=fSV0u48sEVg,,"['Lambda', 'CloudWatch', 'Fargate', 'ALB', 'UserConsumerMobile', 'ElastiCache', 'RDS']"
asZIXK7V-U4,Ounass: Building a Scalable Recommender Architecture Powered by the Word2vec Algorithm,Luxury e-commerce platform; build recommendation systems based on users browsing data; use A/B test to test ML models,data_ingestion,https://www.youtube.com/watch?v=asZIXK7V-U4,,"['Lambda', 'EventBridge', 'S3', 'Athena', 'UserConsumerWeb', 'SageMaker', 'ApiGateway', 'StepFunctions']"
7V8wTCkjOqo,NAB: Automating Cloud Governance at the National Australia Bank,"System: consistent compliance framework
    Challenge: automate the process of adhere to standards (reduce workload and less error prone)
    25 Lambdas
    SNS is used for communication across accounts",other,https://www.youtube.com/watch?v=7V8wTCkjOqo,,"['Lambda', 'ThirdParty', 'ECS', 'RDS', 'SNS', 'DynamoDB']"
nM-AkqNh7Yo,from scratch: Resource Manager Controls Task Distribution with Multiple Amazon EMR Clusters,50 percent cost reduction because of spot instances from instance fleetA architecture to control large volume of EMR clsuters to handle serveal TB of data on daily basisDifferent SQS queues are used to prioritize the tasksUse of spot instances in EMR. 70 percent of the processing with SPOT instances,data_ingestion,https://www.youtube.com/watch?v=nM-AkqNh7Yo,,"['EMR', 'CloudWatch', 'S3', 'SQS', 'EC2', 'RDS']"
u3ZwnulzLnU,SonarSource: Automatic Code Analysis in the Cloud with AWS,,data_ingestion,https://www.youtube.com/watch?v=u3ZwnulzLnU,,"['Lambda', 'ThirdParty', 'Fargate', 'SQS', 'UserCompanyDeveloper', 'Aurora', 'EC2']"
Eoq7E6jMtBs,Orangetheory Fitness: Using Chime SDK to Power Coach-led Virtual Workouts with OTlive,"fitness studio providing coach led classes. OTLive is the digital product. virtual classes. rely on chime sdk for 
    video experience between coach and member. during call, heart rate monitors used, data collected every second.
     how is low latency ensured? from chime. data stored both in S3 and dynamoDB. future? more scale, video-on-demand.",interactive,https://www.youtube.com/watch?v=Eoq7E6jMtBs,,"['Lambda', 'Chime', 'Kinesis', 'Cognito', 'S3', 'Aurora', 'UserConsumerMobile', 'ApiGateway', 'DynamoDB']"
QM96Fv_NAnw,INT: Seismic Data Visualization Platform Designed for Cloud,visualization for geoscience data. Ivaap - client server application. OSDU used to remotely access geoscience data. Isolated microservice arch. OSDU - gateway and S3. they use indexing for their tracing.,interactive,https://www.youtube.com/watch?v=QM96Fv_NAnw,,"['ThirdParty', 'Cognito', 'S3', 'UserConsumerWeb', 'EC2', 'ApiGateway', 'RDS']"
jpewc52m4tg,Viz ai: Improving Outcomes for Stroke Victims Using Artificial Intelligence Special Episode,"Fast processing of CT scanned images of stroke patients and classification via machine learning.
    Security is important as healthcare data is involved.
    A number of security services are shown in the graph but their exact interactions/connections are not mentioned.
    Different phases are done in different autoscaled EC2 instances so that cost can be managed -- some phases don't need a lot of compute so lighter images can be used.",compute_intensive,https://www.youtube.com/watch?v=jpewc52m4tg,Edge,"['Lambda', 'Macie', 'ThirdParty', 'S3', 'UserConsumerIOT', 'SQS', 'KMS', 'Inspector', 'GuardDuty', 'CloudFront', 'UserConsumerMobile', 'EC2', 'VPN', 'RDS']"
ZNt9qI_LlPk,Autodesk Data Platform: Product Usage RealTime Analytics Using an Event Driven Architecture,13TB of peak data to S3 daily. Data is available quickly to end users with reduced cost. Use of DynamoDB to store metadata has increased throughput.,data_ingestion,https://www.youtube.com/watch?v=ZNt9qI_LlPk,,"['Lambda', 'S3', 'ECS', 'SNS', 'DynamoDB']"
bQqJpjv-FXs,ēdn: Reinventing Indoor Gardening with Interactive Workflows Using AWS IoT Core and Amazon Pinpoint,,data_ingestion,https://www.youtube.com/watch?v=bQqJpjv-FXs,Edge,"['Lambda', 'IoTCore', 'Pinpoint', 'UserConsumerMobile', 'UserCompanyDataStream', 'ApiGateway']"
R-DPMUjZEf4,Logicworks: HIPAA Compliance and SSL Termination with Thousands of Certificates,"Company: provide compliance services to health care and finance
    Transformed from on-premise to cloud
    Requirements: 
    - IP address needs to be fixed for white listing (solved by NLB)
    - Large volume (tens of thousands) of SSL termination (solved by HAProxy at first EC2)
    ELB used to load balance between different apps (used rather than ALB due to TCP mode)",other,https://www.youtube.com/watch?v=R-DPMUjZEf4,,"['NLB', 'ELB', 'UserConsumerWeb', 'EC2', 'RDS']"
SC6n6J8Bi58,EMnify: Building a Cloud Native Mobile Network for IoT Leveraging AWSs Global Infrastructure,"Note that the IOT device is actually an EMnify SIM Card equipped device.
    There are two main flows.
    First, is when the device first connects, EMnify looks up configuration and creates a tunnel between the device and the user's backend application.
    Second, the device talks to the backend application via EMnify which ensures security and other networking features.
    Since they want global coverage, they interoperate with 540+ of network operators. The connectivity is achieved via IPX which is a global private network for roaming.
    They are using DirectConnect to have reliable connectivity with IPX across regions.",interactive,https://www.youtube.com/watch?v=SC6n6J8Bi58,Edge,"['ThirdParty', 'ECS', 'UserConsumerIOT', 'UserConsumerDeveloper', 'Aurora', 'DirectConnect', 'EC2', 'ApiGateway']"
kD57QUn5myc,AWS Solutions:  AI Powered Speech Analytics for Amazon Connect,"DynamoDB, as a NonSQL database, enables the mapping between customer and call transcription
    Translate provides real time translation (helpful for call centers distributed geographically)
    Comprehend provides real time context (eg. if customer satisfied)",other,https://www.youtube.com/watch?v=kD57QUn5myc,,"['Lambda', 'Kinesis', 'S3', 'UserCompanyAgent', 'Connect', 'Translate', 'Comprehend', 'Transcribe', 'UserConsumerMobile', 'DynamoDB']"
2f_NYiPJQt4,Appway: Securing Sensitive Banking Workflows with Isolated Architecture on AWS,"Provide web applications for financial services institutions, which have tough security requirements.
    use of cloud organizations and aws accounts for isolation of resources, e.g, each customer has its own account.
    Whenever possible, use DevOps tools like TerraForm or Puppet to manage the whole infrastructure as code.
    There are other services not shown in the graph, e.g., AWS Single Sign-On, CloudWatch, CloudTrail, Key Management Service.",control,https://www.youtube.com/watch?v=2f_NYiPJQt4,,"['Lambda', 'S2SVPN', 'Cognito', 'S3', 'ControlTower', 'ALB', 'EFS', 'Organizations', 'EC2', 'ApiGateway']"
2L0m28ZLmtE,Sanofi with TeamWork: OnDemand Data Science Environment,"A data analysis platform on the cloud.
    S3 is used to host a static web page.
    Two main apps are provided: R Studio and SageMaker.
    Lambdas are provided for common tasks like Translate and Comprehend. Unclear how they are connected to the rest of the system.
    Authentication via Cognito and proprietary sso.
    Data lake is mentioned (S3 based). Unclear how it is integrated with the rest of the system.",compute_intensive,https://www.youtube.com/watch?v=2L0m28ZLmtE,Edge,"['Lambda', 'ServiceCatalog', 'ThirdParty', 'S3', 'Cognito', 'Translate', 'Comprehend', 'CloudFront', 'EC2', 'SageMaker', 'ApiGateway', 'DynamoDB']"
wzj2VQutJws,DataDog: Scaling Kubernetes with Metaclusters on AWS,Graph isn't exactly as how it was shown in the video. But it is the best attempt at representing it.,control,https://www.youtube.com/watch?v=wzj2VQutJws,,"['ELB', 'EC2']"
dAQhNjwkOX8,Cation Consulting: How to Build a Scalable Chatbot and Deploy to Europe's Largest Airline,"aim is to create a scalable chatbot with conversational AI. make life of users easy, navigation. multiple languages.
    if answer doesnt satisfy user using Lex, the alternate flow is to go to SageMaker. if this also not good, goes to consumer service.
    110 services. 100 of thousands of conversations.","data_ingestion,interactive",https://www.youtube.com/watch?v=dAQhNjwkOX8,,"['Lambda', 'UserConsumerAPI', 'Lex', 'QuickSight', 'UserCompanyAgent', 'Comprehend', 'OpenSearch', 'SNS', 'SageMaker', 'ApiGateway', 'RDS']"
Xi6tDqctLsY,Salary Overflow: Bringing Transparency to Tech Salaries,Web pages are stored in S3. GraphQL gives the flexibility to query what is needed. Used AWS amplify to design this architecture and for CICD. Future plans of using Sage maker to predict the salaries.,interactive,https://www.youtube.com/watch?v=Xi6tDqctLsY,Edge,"['Lambda', 'Pinpoint', 'S3', 'Cognito', 'AppSync', 'Aurora', 'CloudFront', 'UserConsumerWeb']"
-kA0ahrhX3I,Oportun: Increasing the Accuracy of SensitiveData Discovery Using Amazon Macie,"Business challenge: knowing where the sensitive data is, and protect the sensitive data
    Sensitive data includes member information, like social security number, gov id
    For critical information (eg. SSN), Macie's accuracy is 95%",data_ingestion,https://www.youtube.com/watch?v=-kA0ahrhX3I,,"['Macie', 'ThirdParty', 'Glue', 'S3', 'UserCompanyDeveloper', 'Athena', 'QuickSight']"
Kp088QTRmLk,NewsUK: Rendering News Content with GraphQL and a Serverless Architecture,"NewsUK: newspaper publisher
    System: provide content API which is used to render a page for users when going to www.irs.gov
    Cache available at GraphQL
    DataStore can be both external and internal data
    Rogue access will be dropped at WAF",interactive,https://www.youtube.com/watch?v=Kp088QTRmLk,Edge,"['Lambda', 'ThirdParty', 'WAF', 'Route53', 'CloudFront', 'UserConsumerWeb', 'ApiGateway']"
wtl7CrSQnHA,Fresenius Medical Care: Enabling Patient Care Solutions with Near Real-Time Data-Driven Insights,UserConsumerEdge is a medical (dialysis) machine.,data_ingestion,https://www.youtube.com/watch?v=wtl7CrSQnHA,Edge,"['Lambda', 'Kinesis', 'Glue', 'S3', 'UserConsumerEdge', 'OnPremDC', 'Firehose', 'UserConsumerWeb', 'OpenSearch', 'SageMaker']"
x76BIV88j_M,Cabify: Building a Massively Scalable Ride-Sharing Mobile App with Containers (Spanish),Route53 enabled data transfer which was estimated to 2 weeks in 2 days. 700 services. Spot instances to deal with sudden load and they are low in price. contextual rule for hot data (Mysql) migration to warm(S3): whether trip is active or not.Each service has its own database.,interactive,https://www.youtube.com/watch?v=x76BIV88j_M,,"['S3', 'ELB', 'Route53', 'EKS', 'UserConsumerMobile', 'EC2', 'RDS']"
Dxq_U1TNx1s,TCS: GeoSpatial Data Analysis Using TCS Digital Platform for NextGen Agriculture DNA,"GeoSpatial data analysis (329 hectares of area) for agriculture related usecases - soil health, yield, etc. Sources:
    1. Open Source satellite data by ISRO and NASA.
    2. Registry of Open Data provided by Amazon in an S3 bucket. They are using it because this reduces data transfer costs. Also this data is already well preprocessed.
    3. Data coming from field agents and managers.
    SageMaker is used because of the parallel execution of jobs in it -- provides much needed scalability.
    CloudFront helps cache the data to provide better user experience and reduce transfer costs when maps are consumed by the users.","data_ingestion,compute_intensive",https://www.youtube.com/watch?v=Dxq_U1TNx1s,Edge+HPC,"['Lambda', 'UserConsumerSatellite', 'S3', 'EKS', 'CloudFront', 'UserConsumerMobile', 'Aurora', 'EC2', 'SageMaker']"
JiWHomdh1oI,Datacoral: Using Serverless to Create Data Pipelines,"data flow frequency every 5 mins, needs lambda for parallel compute at every 5th minute data transfer. a lot of batching. metrics are being monitored.use batch requests to parallelize things. moving over 500 billion records per month from the customer DB to RedShiftreliability: rerun jobs",data_ingestion,https://www.youtube.com/watch?v=JiWHomdh1oI,,"['Lambda', 'RedShift', 'S3', 'UserCompanyDataStream', 'DynamoDB']"
KM5ONS2fnG0,HP: Serverless Data Pipeline to Process Manufacturing Data From Assembly Lines in Near Real-Time,Aurora because it is serverless and HP need not worry about the sudden change in workload. Elastic search for real time data monitoring. Previously used Kafka + Apache streams but lot of resources were just allocated to just manage the environment. Managed environment let them concentrate on business logic. Learning - Streaming Lambdas to DynamoDB need to be limited to 2-3 as it would throttle DynamoDB reads. Increased parallelism by leveraging 'Concurrent batches per shard feature of Lambdas'.,data_ingestion,https://www.youtube.com/watch?v=KM5ONS2fnG0,,"['Lambda', 'Kinesis', 'Glue', 'S3', 'Aurora', 'Athena', 'UserCompanyDataStream', 'OpenSearch', 'DynamoDB']"
mKZw29_UtoU,Miriade: Forecasting and Real Time Tracking of the Car Parking Availability Italian,"Miriade: consulting firm that deals with middleware specialized in big data, machine learning, advanced analytics
    AIM Mobilita: put together all data from parking areas to make previsions of machine learning about future state of occupancy and then make available to public in real time

    Parking lot (UserCompanyEdge) sends real time parking lot occupancy
    Data in DynamoDB that is older than 1 week is automatically deleted
    SageMaker is used to predict data in long term
    Code Commit contains Cloud Formation template that defines the entire architecture; it also contains Lambda definitions and algorithms of SageMaker

    Future plan: use QuickSight for visualization
    Strength: completely serverless (which leads to scalability)","data_ingestion,interactive",https://www.youtube.com/watch?v=mKZw29_UtoU,Edge,"['Lambda', 'CodeCommit', 'StepFunctions', 'S3', 'Firehose', 'UserCompanyEdge', 'SageMaker', 'ApiGateway', 'DynamoDB']"
qi017F1UwvM,Salesflo: Transforming FieldForce Operations Using EventDriven Architecture,"Requirement: compliance control and monitoring of field force operations.
    The web requests end up configuring step functions.","data_ingestion,interactive",https://www.youtube.com/watch?v=qi017F1UwvM,,"['Lambda', 'Kinesis', 'Glue', 'S3', 'Fargate', 'RDS', 'Route53', 'Athena', 'UserConsumerMobile', 'UserConsumerWeb', 'ElastiCache', 'SNS', 'ApiGateway', 'StepFunctions']"
c2TGPlvAHLs,NuData Security: Identity Validation with Amazon SageMaker,"NuData: behaviour biometrics company that focuses on passive authentication
    Lambda (which is good for global scale) can be replaced with other compute resources, like EC2
    If the compute resource is Lambda, data like Cloud Watch Logs are exported into RedShift; if it's EC2, it would be through Kinesis Firehose
    RedShift is where data scientist do analytics on data
    Machine learning part is wrapped in a CloudFormation template for different models
    SageMaker stores multiple versions of model","compute_intensive,interactive",https://www.youtube.com/watch?v=c2TGPlvAHLs,,"['Lambda', 'RedShift', 'S3', 'SageMaker', 'ApiGateway', 'StepFunctions']"
h0HE3bOEiMk,HDFC Life: Event Driven DataLake and Recovery,"DynamoDB powered data lake platform. DynamoDB is cheaper than S3 when it comes to event driven scenario.
    DynamoDB also has the `streams` feature which can trigger lambdas on events (like in case of errors).
    These lambdas are also used to achieve other business objectives.
    S3 and Athena serve as a recovery mechanism.
    While data is pushed to DynamoDB, it is also pushed to S3 (but only the top layer). During recovery layers 
    are built within S3 using Athena and then pushed to DynamoDB.",control,https://www.youtube.com/watch?v=h0HE3bOEiMk,,"['Lambda', 'ThirdParty', 'DMS', 'S3', 'Athena', 'DirectConnect', 'DynamoDB']"
jzKCg9Z5_8Q,Blackboard Anthology: Building and Governing an AWS Environment with 120 Accounts,"The graph is not usable!
    The company sells educational tools to govt agencies.
    The idea is that they deploy a few AWS services to the user's account.
    AWS SSO is used with Octa for identity management. Octa is an AWS partner.
    IAM for role based access. AWS SSO too is now part of IAM.
    AWSConfig is used to manage configuration.
    CloudTrail for centralised log management. Logs are centralised (not per user)",control,https://www.youtube.com/watch?v=jzKCg9Z5_8Q,,"['ServiceCatalog', 'IAM', 'ControlTower', 'AWSConfig', 'Organizations', 'CloudTrail']"
ZPsBzAwJzoI,NAGRA: NexGuard Watermarking for Securing Streaming Content Using AWS,"- watermarking service
    - not provided as a service, but as a collection of templates that customers can deploy in their own accounts
    
    - scale: not mentioned
    - encoding: mediaconvert
    - origin: s3
    - CMS: selects a/b sequence
    - cloudfront: lambda@edge
    - dynamodb: blacklisting and dropping sessions",interactive,https://www.youtube.com/watch?v=ZPsBzAwJzoI,Edge,"['ThirdParty', 'S3', 'MediaPackage', 'UserConsumerTV', 'EC2', 'MediaConnect', 'MediaConvert', 'LambdaAtEdge', 'CloudFront', 'MediaLive', 'DynamoDB']"
YT21s0_ZJVQ,AMPOS: Managing Systems Across AWS Global Regions and China Regions,"employee experience program. different ways of using with diff. configs. in korea and china systems duplicated. 
    latency issues earlier. app servers deployed in many regions for better performance. 
    datalake is in tokyo. why tokyo? net connection stable for china. why cloud formation? lots of environemts, 
    automate to update environment, for china, another one, so they setup because some additions there. ci/cd challenges?
    1. aws global regions and china region cannot share resources. why data lake in tokyo?
    biz perspective - location based - clients require both global and local view. so tokyo helps. 
    rds from china and singapore goes to glue in datalake in tokyo. future? they will use direct connect easily. instead of glue.why?
    reduce no.of errors and system more stable. reduce latency - better exp for users.",data_ingestion,https://www.youtube.com/watch?v=YT21s0_ZJVQ,,"['CloudFormation', 'Glue', 'S3', 'KMS', 'CodeBuild', 'ECR', 'RDS']"
XqsgQxyZ2Tw,1plusX: A RealTime Data Management Platform on AWS,"they use kafka for their data pipelines and streaming. usage analysis is done using previous data which theyve worked on.
    They have separate ecs instances for ingestion, aggregation, profiling, and finally serving, each of which makes connections with Kafka and S3.
    mulitple billions of events per month. want fault tolerant. 2 diff fault tolerant strategies. distrubition to multiple AZs. Replication in CouchDatabase.
    recovery of data mechanisms in place. how they handle deletion. like in kafka, cannot delete by key. they do batch and stream processing. they only keep a short history in kafka.
    history is kept in s3.",data_ingestion,https://www.youtube.com/watch?v=XqsgQxyZ2Tw,,"['EMR', 'ThirdParty', 'S3', 'UserConsumerAPI', 'ECS']"
90rWUjKjnAE,amazee.io: Kubernetes Deployments Made Easy,"Open-source software delivery platform (to deploy on Kubernetes).
    Want to keep workflow transparent without thinking of underlying storage, so use EFS and EBS when noticing certain storage is needed.
    This is a SaaS company, so what kind of storage to use depends on what their customers want, which may explain why they use FS.
    Use r6g instances for Aurora and gp3 for EBS after testing and seeing no regression; gp3: cheaper and better IOPS.",control,https://www.youtube.com/watch?v=90rWUjKjnAE,,"['ThirdParty', 'EBS', 'EFS', 'UserConsumerDeveloper', 'EKS', 'Aurora', 'EC2']"
HrYfdnPp6qs,STAX: AWS Automated Data Analytics,"ADA (their tool) uses S3 as the common data store.
Actually over 25 services. Video is a carved out subsystem. (Is this true for other systems as well? Could we miss large patterns because of this?)
Comprehend is a super important tool for them because they use it to strip PII data.
Because Glue and Athena are serverless, they only pay for the queries they want to run, and consequently the data they want to ingest.",data_ingestion,https://www.youtube.com/watch?v=HrYfdnPp6qs,Edge,"['ThirdParty', 'Glue', 'Cognito', 'S3', 'Comprehend', 'UserCompanyAnalyst', 'Athena', 'CloudFront']"
WtCfHP6rUAY,Coople: Serverless CQRS and Event Sourcing,"Digital staff platform.
    Migrate CQRS from traditional datacenters to AWS. Specifically mentions the event store is migrated from MySQL to DynamoDB.
    Interesting modular fan-out design: events go to SNS (FIFO); every service that subscribe events by letting SNS (FIFO) sends notifications to SQS (FIFO).
    Previously used SNS and SQS without FIFO; by switching to FIFO, they can remove the components for ordering.","interactive,control",https://www.youtube.com/watch?v=WtCfHP6rUAY,,"['Lambda', 'S3', 'SQS', 'UserCompanyDataStream', 'UserCompanyAPI', 'SNS', 'DynamoDB']"
PgeQufaQy7I,"MindTickle: Building a Secure, Automated, Multi-Region Architecture on AWS",video talks about scale. Lambda@Edge why useful. talks about automating geographical replication/availability (end of video). automating infrastructure (95%) and isolating data/compute due to compliance.# of microservices: 250. journey of automation/automation wins,interactive,https://www.youtube.com/watch?v=PgeQufaQy7I,Edge,"['CloudFormation', 'ALB', 'Route53', 'EKS', 'LambdaAtEdge', 'CloudFront', 'UserConsumerWeb', 'RDS']"
Kp51k6LY-2c,Toyota Motor NA: Lake House Architecture for Data and Analytics,Converging data warehouses and data marks into the lake houseGlue has the metadata(catalog aspect of it)RDS Stores the data regarding the metricsData is stored in Parquet & Delta FS which is fastHelped with time to market and no duplicationTime saving - took only month to build an application which usually takes about a quarter or year,data_ingestion,https://www.youtube.com/watch?v=Kp51k6LY-2c,,"['RedShift', 'Glue', 'S3', 'Athena', 'UserCompanyAnalyst', 'UserCompanyDataStream', 'EC2', 'RDS']"
